Loading data...
Vocabulary Size: 126197
Train/Dev split: 85710/9523
Writing to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160

2018-11-04T05:09:24.061990: step 1, loss 3.26253, acc 0.5
2018-11-04T05:14:09.150489: step 377, loss 0.728803, acc 0.59375
2018-11-04T05:14:09.790751: step 378, loss 0.535524, acc 0.671875
2018-11-04T05:14:10.423791: step 379, loss 0.660762, acc 0.640625
2018-11-04T05:14:11.070016: step 380, loss 0.489518, acc 0.765625
2018-11-04T05:14:11.713412: step 381, loss 0.523886, acc 0.734375
2018-11-04T05:14:12.348275: step 382, loss 0.600876, acc 0.65625
2018-11-04T05:14:12.995713: step 383, loss 0.516745, acc 0.71875
2018-11-04T05:14:13.636935: step 384, loss 0.671954, acc 0.640625
2018-11-04T05:14:14.278791: step 385, loss 0.553602, acc 0.671875
2018-11-04T05:14:14.922108: step 386, loss 0.586272, acc 0.703125
2018-11-04T05:14:15.593586: step 387, loss 0.658341, acc 0.6875
2018-11-04T05:14:16.246075: step 388, loss 0.620221, acc 0.6875
2018-11-04T05:14:16.892586: step 389, loss 0.629947, acc 0.703125
2018-11-04T05:14:17.531399: step 390, loss 0.7339, acc 0.609375
2018-11-04T05:14:18.183921: step 391, loss 0.536335, acc 0.671875
2018-11-04T05:14:18.832968: step 392, loss 0.517774, acc 0.71875
2018-11-04T05:14:19.506066: step 393, loss 0.406174, acc 0.8125
2018-11-04T05:14:20.141363: step 394, loss 0.563793, acc 0.734375
2018-11-04T05:14:20.773090: step 395, loss 0.588034, acc 0.703125
2018-11-04T05:14:21.428749: step 396, loss 0.49619, acc 0.734375
2018-11-04T05:14:22.069459: step 397, loss 0.678768, acc 0.65625
2018-11-04T05:14:22.705564: step 398, loss 0.519242, acc 0.703125
2018-11-04T05:14:23.345618: step 399, loss 0.630356, acc 0.6875
2018-11-04T05:14:23.988663: step 400, loss 0.53769, acc 0.78125

Evaluation:
2018-11-04T05:14:35.343305: step 400, loss 0.457334, acc 0.733802

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-400

2018-11-04T05:14:36.223158: step 401, loss 0.441553, acc 0.765625
2018-11-04T05:14:36.864248: step 402, loss 0.543467, acc 0.6875
2018-11-04T05:14:37.515659: step 403, loss 0.436781, acc 0.78125
2018-11-04T05:14:38.156480: step 404, loss 0.618767, acc 0.625
2018-11-04T05:14:38.800997: step 405, loss 0.558238, acc 0.609375
2018-11-04T05:14:39.463057: step 406, loss 0.481211, acc 0.78125
2018-11-04T05:14:40.100417: step 407, loss 0.508887, acc 0.671875
2018-11-04T05:14:40.770437: step 408, loss 0.462797, acc 0.75
2018-11-04T05:14:41.460086: step 409, loss 0.624265, acc 0.625
2018-11-04T05:14:42.132205: step 410, loss 0.531539, acc 0.703125
2018-11-04T05:14:42.788115: step 411, loss 0.58868, acc 0.71875
2018-11-04T05:14:43.429590: step 412, loss 0.599896, acc 0.640625
2018-11-04T05:14:44.064610: step 413, loss 0.795963, acc 0.65625
2018-11-04T05:14:44.703508: step 414, loss 0.541858, acc 0.734375
2018-11-04T05:14:45.346049: step 415, loss 0.640527, acc 0.65625
2018-11-04T05:14:45.984103: step 416, loss 0.58117, acc 0.65625
2018-11-04T05:14:46.640473: step 417, loss 0.716054, acc 0.65625
2018-11-04T05:14:47.282207: step 418, loss 0.576895, acc 0.703125
2018-11-04T05:14:47.924638: step 419, loss 0.590933, acc 0.671875
2018-11-04T05:14:48.562875: step 420, loss 0.559987, acc 0.640625
2018-11-04T05:14:49.197846: step 421, loss 0.531459, acc 0.71875
2018-11-04T05:14:49.852261: step 422, loss 0.554722, acc 0.734375
2018-11-04T05:14:50.517360: step 423, loss 0.62489, acc 0.6875
2018-11-04T05:14:51.175431: step 424, loss 0.700686, acc 0.671875
2018-11-04T05:14:51.827164: step 425, loss 0.610726, acc 0.71875
2018-11-04T05:14:52.467694: step 426, loss 0.530213, acc 0.71875
2018-11-04T05:14:53.131328: step 427, loss 0.666889, acc 0.703125
2018-11-04T05:14:53.773331: step 428, loss 0.839815, acc 0.546875
2018-11-04T05:14:54.426353: step 429, loss 0.639987, acc 0.703125
2018-11-04T05:14:55.064419: step 430, loss 0.473265, acc 0.78125
2018-11-04T05:14:55.709929: step 431, loss 0.571653, acc 0.6875
2018-11-04T05:14:56.372610: step 432, loss 0.649809, acc 0.640625
2018-11-04T05:14:57.050092: step 433, loss 0.5541, acc 0.734375
2018-11-04T05:14:57.693807: step 434, loss 0.641018, acc 0.71875
2018-11-04T05:14:58.347809: step 435, loss 0.472943, acc 0.734375
2018-11-04T05:14:59.006511: step 436, loss 0.565833, acc 0.734375
2018-11-04T05:14:59.662193: step 437, loss 0.692899, acc 0.625
2018-11-04T05:15:00.297020: step 438, loss 0.57215, acc 0.671875
2018-11-04T05:15:00.938978: step 439, loss 0.553851, acc 0.71875
2018-11-04T05:15:01.587520: step 440, loss 0.500397, acc 0.765625
2018-11-04T05:15:02.222379: step 441, loss 0.568848, acc 0.703125
2018-11-04T05:15:02.873695: step 442, loss 0.654075, acc 0.546875
2018-11-04T05:15:03.521300: step 443, loss 0.592142, acc 0.625
2018-11-04T05:15:04.167340: step 444, loss 0.509678, acc 0.734375
2018-11-04T05:15:04.810045: step 445, loss 0.601067, acc 0.671875
2018-11-04T05:15:05.458730: step 446, loss 0.534665, acc 0.703125
2018-11-04T05:15:06.099497: step 447, loss 0.582092, acc 0.703125
2018-11-04T05:15:06.745195: step 448, loss 0.480005, acc 0.765625
2018-11-04T05:15:07.372568: step 449, loss 0.537248, acc 0.703125
2018-11-04T05:15:08.002716: step 450, loss 0.591938, acc 0.625
2018-11-04T05:15:08.673453: step 451, loss 0.62995, acc 0.734375
2018-11-04T05:15:09.314279: step 452, loss 0.635025, acc 0.65625
2018-11-04T05:15:09.957117: step 453, loss 0.491898, acc 0.71875
2018-11-04T05:15:10.601002: step 454, loss 0.533568, acc 0.703125
2018-11-04T05:15:11.242544: step 455, loss 0.446007, acc 0.765625
2018-11-04T05:15:11.890809: step 456, loss 0.451318, acc 0.765625
2018-11-04T05:15:12.524756: step 457, loss 0.468912, acc 0.765625
2018-11-04T05:15:13.216102: step 458, loss 0.595028, acc 0.640625
2018-11-04T05:15:13.958044: step 459, loss 0.642425, acc 0.65625
2018-11-04T05:15:14.622936: step 460, loss 0.459412, acc 0.796875
2018-11-04T05:15:15.255035: step 461, loss 0.711419, acc 0.59375
2018-11-04T05:15:15.906853: step 462, loss 0.560248, acc 0.625
2018-11-04T05:15:16.548222: step 463, loss 0.49033, acc 0.734375
2018-11-04T05:15:17.178702: step 464, loss 0.521627, acc 0.734375
2018-11-04T05:15:17.815137: step 465, loss 0.6403, acc 0.609375
2018-11-04T05:15:18.453154: step 466, loss 0.756545, acc 0.609375
2018-11-04T05:15:19.082623: step 467, loss 0.610904, acc 0.65625
2018-11-04T05:15:19.724091: step 468, loss 0.405501, acc 0.828125
2018-11-04T05:15:20.359739: step 469, loss 0.610823, acc 0.640625
2018-11-04T05:15:21.012071: step 470, loss 0.539881, acc 0.65625
2018-11-04T05:15:21.651607: step 471, loss 0.492419, acc 0.765625
2018-11-04T05:15:22.290616: step 472, loss 0.626914, acc 0.671875
2018-11-04T05:15:22.931833: step 473, loss 0.407846, acc 0.78125
2018-11-04T05:15:23.568947: step 474, loss 0.628286, acc 0.765625
2018-11-04T05:15:24.212622: step 475, loss 0.695288, acc 0.640625
2018-11-04T05:15:24.853452: step 476, loss 0.638336, acc 0.65625
2018-11-04T05:15:25.487789: step 477, loss 0.702381, acc 0.65625
2018-11-04T05:15:26.132768: step 478, loss 0.493023, acc 0.6875
2018-11-04T05:15:26.781818: step 479, loss 0.501135, acc 0.6875
2018-11-04T05:15:27.414866: step 480, loss 0.436626, acc 0.765625
2018-11-04T05:15:28.053190: step 481, loss 0.570696, acc 0.703125
2018-11-04T05:15:28.688040: step 482, loss 0.603702, acc 0.59375
2018-11-04T05:15:29.331144: step 483, loss 0.501789, acc 0.71875
2018-11-04T05:15:29.972686: step 484, loss 0.64764, acc 0.609375
2018-11-04T05:15:30.602253: step 485, loss 0.530547, acc 0.6875
2018-11-04T05:15:31.238910: step 486, loss 0.662854, acc 0.625
2018-11-04T05:15:31.884462: step 487, loss 0.514619, acc 0.71875
2018-11-04T05:15:32.520691: step 488, loss 0.433048, acc 0.78125
2018-11-04T05:15:33.162392: step 489, loss 0.478402, acc 0.734375
2018-11-04T05:15:33.802535: step 490, loss 0.49676, acc 0.734375
2018-11-04T05:15:34.443719: step 491, loss 0.463002, acc 0.734375
2018-11-04T05:15:35.079305: step 492, loss 0.523531, acc 0.71875
2018-11-04T05:15:35.710544: step 493, loss 0.460249, acc 0.671875
2018-11-04T05:15:36.355137: step 494, loss 0.612973, acc 0.625
2018-11-04T05:15:36.990948: step 495, loss 0.643467, acc 0.59375
2018-11-04T05:15:37.630559: step 496, loss 0.425754, acc 0.765625
2018-11-04T05:15:38.257674: step 497, loss 0.395337, acc 0.828125
2018-11-04T05:15:38.897390: step 498, loss 0.57021, acc 0.71875
2018-11-04T05:15:39.550260: step 499, loss 0.52314, acc 0.640625
2018-11-04T05:15:40.184214: step 500, loss 0.600869, acc 0.640625

Evaluation:
2018-11-04T05:15:51.474578: step 500, loss 0.452323, acc 0.744723

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-500

2018-11-04T05:15:52.361109: step 501, loss 0.419938, acc 0.75
2018-11-04T05:15:52.988086: step 502, loss 0.638565, acc 0.625
2018-11-04T05:15:53.622508: step 503, loss 0.587907, acc 0.640625
2018-11-04T05:15:54.255428: step 504, loss 0.583549, acc 0.59375
2018-11-04T05:15:54.894523: step 505, loss 0.500991, acc 0.734375
2018-11-04T05:15:55.530011: step 506, loss 0.468049, acc 0.765625
2018-11-04T05:15:56.168592: step 507, loss 0.534449, acc 0.75
2018-11-04T05:15:56.831397: step 508, loss 0.514297, acc 0.75
2018-11-04T05:15:57.516426: step 509, loss 0.483517, acc 0.6875
2018-11-04T05:15:58.172731: step 510, loss 0.548327, acc 0.703125
2018-11-04T05:15:58.830346: step 511, loss 0.562524, acc 0.65625
2018-11-04T05:15:59.469789: step 512, loss 0.491814, acc 0.75
2018-11-04T05:16:00.101756: step 513, loss 0.491609, acc 0.6875
2018-11-04T05:16:00.733797: step 514, loss 0.598307, acc 0.71875
2018-11-04T05:16:01.372023: step 515, loss 0.445923, acc 0.75
2018-11-04T05:16:02.020781: step 516, loss 0.506154, acc 0.6875
2018-11-04T05:16:02.662126: step 517, loss 0.399629, acc 0.734375
2018-11-04T05:16:03.303586: step 518, loss 0.440606, acc 0.78125
2018-11-04T05:16:03.940235: step 519, loss 0.533893, acc 0.65625
2018-11-04T05:16:04.581261: step 520, loss 0.583732, acc 0.671875
2018-11-04T05:16:05.212440: step 521, loss 0.562677, acc 0.703125
2018-11-04T05:16:05.846519: step 522, loss 0.652198, acc 0.671875
2018-11-04T05:16:06.493828: step 523, loss 0.489966, acc 0.703125
2018-11-04T05:16:07.125063: step 524, loss 0.465482, acc 0.765625
2018-11-04T05:16:07.766087: step 525, loss 0.485411, acc 0.703125
2018-11-04T05:16:08.398666: step 526, loss 0.44659, acc 0.765625
2018-11-04T05:16:09.040102: step 527, loss 0.561001, acc 0.71875
2018-11-04T05:16:09.684002: step 528, loss 0.652503, acc 0.546875
2018-11-04T05:16:10.317578: step 529, loss 0.496989, acc 0.6875
2018-11-04T05:16:10.957604: step 530, loss 0.507933, acc 0.734375
2018-11-04T05:16:11.602664: step 531, loss 0.490417, acc 0.6875
2018-11-04T05:16:12.240334: step 532, loss 0.664184, acc 0.671875
2018-11-04T05:16:12.878532: step 533, loss 0.527755, acc 0.71875
2018-11-04T05:16:13.525541: step 534, loss 0.437227, acc 0.75
2018-11-04T05:16:14.163599: step 535, loss 0.564147, acc 0.65625
2018-11-04T05:16:14.808218: step 536, loss 0.438557, acc 0.765625
2018-11-04T05:16:15.447462: step 537, loss 0.410779, acc 0.765625
2018-11-04T05:16:16.077651: step 538, loss 0.43488, acc 0.75
2018-11-04T05:16:16.720131: step 539, loss 0.528924, acc 0.671875
2018-11-04T05:16:17.357378: step 540, loss 0.519656, acc 0.71875
2018-11-04T05:16:17.999933: step 541, loss 0.650065, acc 0.59375
2018-11-04T05:16:18.635555: step 542, loss 0.435641, acc 0.78125
2018-11-04T05:16:19.274409: step 543, loss 0.536133, acc 0.734375
2018-11-04T05:16:19.917571: step 544, loss 0.460866, acc 0.765625
2018-11-04T05:16:20.560383: step 545, loss 0.494617, acc 0.734375
2018-11-04T05:16:21.188769: step 546, loss 0.453818, acc 0.78125
2018-11-04T05:16:21.831382: step 547, loss 0.433207, acc 0.734375
2018-11-04T05:16:22.466083: step 548, loss 0.46721, acc 0.8125
2018-11-04T05:16:23.119163: step 549, loss 0.442994, acc 0.765625
2018-11-04T05:16:23.753597: step 550, loss 0.452765, acc 0.703125
2018-11-04T05:16:24.388355: step 551, loss 0.518381, acc 0.71875
2018-11-04T05:16:25.027883: step 552, loss 0.473864, acc 0.6875
2018-11-04T05:16:25.670236: step 553, loss 0.514687, acc 0.703125
2018-11-04T05:16:26.303692: step 554, loss 0.515013, acc 0.734375
2018-11-04T05:16:26.949197: step 555, loss 0.464419, acc 0.75
2018-11-04T05:16:27.586987: step 556, loss 0.469204, acc 0.71875
2018-11-04T05:16:28.238134: step 557, loss 0.59181, acc 0.71875
2018-11-04T05:16:28.883124: step 558, loss 0.49742, acc 0.671875
2018-11-04T05:16:29.528127: step 559, loss 0.599507, acc 0.59375
2018-11-04T05:16:30.241760: step 560, loss 0.497565, acc 0.6875
2018-11-04T05:16:30.875874: step 561, loss 0.442872, acc 0.78125
2018-11-04T05:16:31.508198: step 562, loss 0.422833, acc 0.78125
2018-11-04T05:16:32.146122: step 563, loss 0.635506, acc 0.578125
2018-11-04T05:16:32.789454: step 564, loss 0.551754, acc 0.671875
2018-11-04T05:16:33.428108: step 565, loss 0.405307, acc 0.765625
2018-11-04T05:16:34.075798: step 566, loss 0.563218, acc 0.6875
2018-11-04T05:16:34.714843: step 567, loss 0.652391, acc 0.625
2018-11-04T05:16:35.349685: step 568, loss 0.564469, acc 0.640625
2018-11-04T05:16:35.990267: step 569, loss 0.509005, acc 0.75
2018-11-04T05:16:36.632933: step 570, loss 0.659949, acc 0.546875
2018-11-04T05:16:37.276168: step 571, loss 0.493829, acc 0.6875
2018-11-04T05:16:37.912889: step 572, loss 0.580245, acc 0.703125
2018-11-04T05:16:38.554769: step 573, loss 0.497313, acc 0.671875
2018-11-04T05:16:39.196650: step 574, loss 0.45462, acc 0.6875
2018-11-04T05:16:39.838893: step 575, loss 0.440365, acc 0.75
2018-11-04T05:16:40.478129: step 576, loss 0.624442, acc 0.65625
2018-11-04T05:16:41.115958: step 577, loss 0.420116, acc 0.734375
2018-11-04T05:16:41.757289: step 578, loss 0.460933, acc 0.765625
2018-11-04T05:16:42.395829: step 579, loss 0.516329, acc 0.671875
2018-11-04T05:16:43.031065: step 580, loss 0.531051, acc 0.6875
2018-11-04T05:16:43.709968: step 581, loss 0.504818, acc 0.6875
2018-11-04T05:16:44.356650: step 582, loss 0.399155, acc 0.84375
2018-11-04T05:16:45.000823: step 583, loss 0.556295, acc 0.65625
2018-11-04T05:16:45.633249: step 584, loss 0.553629, acc 0.671875
2018-11-04T05:16:46.283491: step 585, loss 0.4406, acc 0.71875
2018-11-04T05:16:46.924538: step 586, loss 0.634267, acc 0.625
2018-11-04T05:16:47.558749: step 587, loss 0.492076, acc 0.6875
2018-11-04T05:16:48.202883: step 588, loss 0.606565, acc 0.5625
2018-11-04T05:16:48.842470: step 589, loss 0.365623, acc 0.890625
2018-11-04T05:16:49.487591: step 590, loss 0.586859, acc 0.609375
2018-11-04T05:16:50.128922: step 591, loss 0.536163, acc 0.71875
2018-11-04T05:16:50.765703: step 592, loss 0.494023, acc 0.734375
2018-11-04T05:16:51.411963: step 593, loss 0.509183, acc 0.71875
2018-11-04T05:16:52.053492: step 594, loss 0.479356, acc 0.703125
2018-11-04T05:16:52.684084: step 595, loss 0.52135, acc 0.703125
2018-11-04T05:16:53.314330: step 596, loss 0.49142, acc 0.6875
2018-11-04T05:16:53.947123: step 597, loss 0.498473, acc 0.75
2018-11-04T05:16:54.585506: step 598, loss 0.559866, acc 0.671875
2018-11-04T05:16:55.215658: step 599, loss 0.541121, acc 0.6875
2018-11-04T05:16:55.846745: step 600, loss 0.459858, acc 0.734375

Evaluation:
2018-11-04T05:17:07.098756: step 600, loss 0.451706, acc 0.743043

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-600

2018-11-04T05:17:07.996072: step 601, loss 0.474261, acc 0.734375
2018-11-04T05:17:08.631597: step 602, loss 0.448255, acc 0.8125
2018-11-04T05:17:09.271870: step 603, loss 0.654607, acc 0.578125
2018-11-04T05:17:09.910762: step 604, loss 0.568031, acc 0.65625
2018-11-04T05:17:10.554277: step 605, loss 0.504404, acc 0.703125
2018-11-04T05:17:11.193908: step 606, loss 0.468226, acc 0.734375
2018-11-04T05:17:11.846804: step 607, loss 0.450446, acc 0.703125
2018-11-04T05:17:12.517688: step 608, loss 0.52908, acc 0.6875
2018-11-04T05:17:13.192427: step 609, loss 0.482338, acc 0.625
2018-11-04T05:17:13.876834: step 610, loss 0.543956, acc 0.625
2018-11-04T05:17:14.523030: step 611, loss 0.539775, acc 0.65625
2018-11-04T05:17:15.159329: step 612, loss 0.474368, acc 0.71875
2018-11-04T05:17:15.803517: step 613, loss 0.474542, acc 0.765625
2018-11-04T05:17:16.453987: step 614, loss 0.513034, acc 0.703125
2018-11-04T05:17:17.087254: step 615, loss 0.51931, acc 0.59375
2018-11-04T05:17:17.731945: step 616, loss 0.532496, acc 0.6875
2018-11-04T05:17:18.372835: step 617, loss 0.54558, acc 0.6875
2018-11-04T05:17:19.009228: step 618, loss 0.484196, acc 0.71875
2018-11-04T05:17:19.662963: step 619, loss 0.689706, acc 0.609375
2018-11-04T05:17:20.293376: step 620, loss 0.517051, acc 0.71875
2018-11-04T05:17:20.929478: step 621, loss 0.524522, acc 0.625
2018-11-04T05:17:21.567848: step 622, loss 0.480624, acc 0.765625
2018-11-04T05:17:22.200368: step 623, loss 0.519845, acc 0.6875
2018-11-04T05:17:22.841260: step 624, loss 0.530829, acc 0.734375
2018-11-04T05:17:23.478588: step 625, loss 0.484367, acc 0.75
2018-11-04T05:17:24.115734: step 626, loss 0.565127, acc 0.65625
2018-11-04T05:17:24.760885: step 627, loss 0.554701, acc 0.734375
2018-11-04T05:17:25.399420: step 628, loss 0.51956, acc 0.640625
2018-11-04T05:17:26.042557: step 629, loss 0.497526, acc 0.640625
2018-11-04T05:17:26.680068: step 630, loss 0.597854, acc 0.640625
2018-11-04T05:17:27.317595: step 631, loss 0.521166, acc 0.65625
2018-11-04T05:17:27.954531: step 632, loss 0.563067, acc 0.6875
2018-11-04T05:17:28.592970: step 633, loss 0.524708, acc 0.640625
2018-11-04T05:17:29.226988: step 634, loss 0.559279, acc 0.671875
2018-11-04T05:17:29.869583: step 635, loss 0.70053, acc 0.578125
2018-11-04T05:17:30.515659: step 636, loss 0.438101, acc 0.828125
2018-11-04T05:17:31.147184: step 637, loss 0.489632, acc 0.765625
2018-11-04T05:17:31.786295: step 638, loss 0.663888, acc 0.59375
2018-11-04T05:17:32.418167: step 639, loss 0.517763, acc 0.71875
2018-11-04T05:17:33.059242: step 640, loss 0.510038, acc 0.703125
2018-11-04T05:17:33.701173: step 641, loss 0.52831, acc 0.671875
2018-11-04T05:17:34.337575: step 642, loss 0.598662, acc 0.671875
2018-11-04T05:17:34.974922: step 643, loss 0.5179, acc 0.765625
2018-11-04T05:17:35.614171: step 644, loss 0.461383, acc 0.75
2018-11-04T05:17:36.253123: step 645, loss 0.532578, acc 0.65625
2018-11-04T05:17:36.895356: step 646, loss 0.57333, acc 0.625
2018-11-04T05:17:37.533143: step 647, loss 0.491678, acc 0.71875
2018-11-04T05:17:38.171425: step 648, loss 0.519623, acc 0.671875
2018-11-04T05:17:38.807773: step 649, loss 0.45517, acc 0.75
2018-11-04T05:17:39.444162: step 650, loss 0.472883, acc 0.6875
2018-11-04T05:17:40.082988: step 651, loss 0.601889, acc 0.59375
2018-11-04T05:17:40.725103: step 652, loss 0.544924, acc 0.625
2018-11-04T05:17:41.364138: step 653, loss 0.595555, acc 0.6875
2018-11-04T05:17:42.011961: step 654, loss 0.457359, acc 0.734375
2018-11-04T05:17:42.648581: step 655, loss 0.412198, acc 0.734375
2018-11-04T05:17:43.288715: step 656, loss 0.464933, acc 0.75
2018-11-04T05:17:43.933755: step 657, loss 0.512277, acc 0.71875
2018-11-04T05:17:44.567784: step 658, loss 0.547747, acc 0.65625
2018-11-04T05:17:45.213910: step 659, loss 0.609806, acc 0.5625
2018-11-04T05:17:45.853820: step 660, loss 0.573429, acc 0.625
2018-11-04T05:17:46.487209: step 661, loss 0.455242, acc 0.734375
2018-11-04T05:17:47.128045: step 662, loss 0.450551, acc 0.71875
2018-11-04T05:17:47.768015: step 663, loss 0.520821, acc 0.625
2018-11-04T05:17:48.408243: step 664, loss 0.417514, acc 0.796875
2018-11-04T05:17:49.041419: step 665, loss 0.460426, acc 0.75
2018-11-04T05:17:49.681063: step 666, loss 0.484432, acc 0.65625
2018-11-04T05:17:50.321536: step 667, loss 0.43086, acc 0.71875
2018-11-04T05:17:50.956370: step 668, loss 0.588193, acc 0.609375
2018-11-04T05:17:51.595178: step 669, loss 0.393119, acc 0.796875
2018-11-04T05:17:52.236215: step 670, loss 0.472833, acc 0.78125
2018-11-04T05:17:52.878047: step 671, loss 0.502854, acc 0.59375
2018-11-04T05:17:53.519080: step 672, loss 0.667506, acc 0.546875
2018-11-04T05:17:54.163715: step 673, loss 0.503228, acc 0.703125
2018-11-04T05:17:54.804406: step 674, loss 0.569965, acc 0.703125
2018-11-04T05:17:55.444418: step 675, loss 0.454109, acc 0.765625
2018-11-04T05:17:56.087870: step 676, loss 0.57059, acc 0.671875
2018-11-04T05:17:56.724019: step 677, loss 0.533186, acc 0.671875
2018-11-04T05:17:57.363607: step 678, loss 0.521484, acc 0.609375
